,created_at,id,id_str,full_text,NER-Words,NER-Tags,rfind,Displaced People and Evacuations,Not Related information,displacement_term,Reporting_unit,Figure,tbr,Unnamed: 11,trigger,term_unit,conflict,attack,battl,clash,cyclon,destroyed h,earthquak,flood,hurrican,landslid,storm,tsunami,typhoon,wildfir,fire,violenc,fight,destroy,famili,homeless,household,peopl,person,shelter,displac,evacu,arriv,asylum seek,build,citizen,collaps,cross,damag,dwell,enter,evict,flee,forc,home,hous,hut,individu,inhabit,migrant,refuge,relief camp,reloc,resid,villag,civilian,idp,evacue
2735,Thu Aug 20 08:25:05 +0000 2020,1.30E+18,1.30E+18,"@bartontcbr @thewest23 @piersmorgan Anyway, back to my original question. If you were displaced from the UK through war, hunger, brutality or poverty and forced to flee to Europe would you want people assuming you're lawbreaking scum and not helping you?",,,,1,1,,,,,,[],"['displac', 'forc', 'flee', 'peopl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2819,Mon Sep 07 08:07:19 +0000 2020,1.30E+18,1.30E+18,"#من_قلبي_سلام_للخرطوم 
Sudan is suffering a flooding catastrophe one of the worst natural disasters in decades which destroyed thousands of houses and displaced thousands of families and hundreds of people lost their lives
Broken heart https://t.co/OigrvDM2CH",,,,1,0,"destroyed, displaced","houses, families","thousands, thousands ",,,['flood'],"['destroy', 'hous', 'displac', 'famili', 'peopl']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2820,Mon Sep 07 05:32:12 +0000 2020,1.30E+18,1.30E+18,"#من_قلبي_سلام_للخرطوم 
We stand with our brothers and sisters in Sudan 🇸🇩 
Sudan is suffering a flooding catastrophe one of the worst natural disasters in decades which destroyed thousands of houses and displaced thousands of families and hundreds of people lost their lives💔 
. https://t.co/ISTvoYNHRG",,,,1,0,"destroyed, displaced","houses, families","thousands, thousands ",,,['flood'],"['destroy', 'hous', 'displac', 'famili', 'peopl']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2821,Mon Sep 07 04:59:26 +0000 2020,1.30E+18,1.30E+18,"Sudan 🇸🇩 is suffering a flooding catastrophe one of the worst natural disasters in decades which destroyed thousands of houses and displaced thousands of families and hundreds of people lost their lives.💔❤️

#من_قلبي_سلام_للخرطوم #السودان 
#SudanFloods #من_قلبي_سلام_للسودان https://t.co/NfQyXRJ7kw",,,,1,0,"destroyed, displaced","houses, families","thousands, thousands ",,,['flood'],"['destroy', 'hous', 'displac', 'famili', 'peopl']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2822,Mon Sep 07 04:24:01 +0000 2020,1.30E+18,1.30E+18,"#من_قلبي_سلام_للخرطوم 
We stand with our fellows in Sudan 🇸🇩 
Sudan is suffering a flooding catastrophe one of the worst natural disasters in decades which destroyed thousands of houses and displaced thousands of families and hundreds of people lost their lives💔 
الله يحفظهم🙏🏻 https://t.co/uoR6i37qKB",,,,1,0,"destroyed, displaced","houses, families","thousands, thousands ",,,['flood'],"['destroy', 'hous', 'displac', 'famili', 'peopl']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2823,Mon Sep 07 02:25:08 +0000 2020,1.30E+18,1.30E+18,"#من_قلبي_سلام_للخرطوم 
We stand with our fellows in Sudan 
Sudan is suffering a flooding catastrophe one of the worst natural disasters in decades which destroyed thousands of houses and displaced thousands of families and hundreds of people lost their lives
الله يحفظهم  🇸🇩 ❤️ https://t.co/ncnzTnlVVj",,,,1,0,"destroyed, displaced","houses, families","thousands, thousands ",,,['flood'],"['destroy', 'hous', 'displac', 'famili', 'peopl']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2824,Sun Sep 06 22:05:43 +0000 2020,1.30E+18,1.30E+18,"#من_قلبي_سلام_للخرطوم 
We stand with our fellows in Sudan 🇸🇩 
Sudan is suffering a flooding catastrophe one of the worst natural disasters in decades which destroyed thousands of houses and displaced thousands of families and hundreds of people lost their lives💔 https://t.co/ccGPhi3AQP",,,,1,0,"destroyed, displaced","houses, families","thousands, thousands ",,,['flood'],"['destroy', 'hous', 'displac', 'famili', 'peopl']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2825,Sun Sep 06 22:01:45 +0000 2020,1.30E+18,1.30E+18,"#من_قلبي_سلام_للخرطوم 
We stand with our fellows in Sudan 🇸🇩 
Sudan is suffering a flooding catastrophe one of the worst natural disasters in decades which destroyed thousands of houses and displaced thousands of families and hundreds of people lost their lives💔 
الله يحفظهم🙏🏻 https://t.co/3wwC3g10NC",,,,1,0,"destroyed, displaced","houses, families","thousands, thousands ",,,['flood'],"['destroy', 'hous', 'displac', 'famili', 'peopl']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2826,Sun Sep 06 19:29:21 +0000 2020,1.30E+18,1.30E+18,"2000 raped
30 killed
100.000 displaced 
3500 houses destroyed
Churches, schools, shops vandalized beyond repair
This can be perceived as the Greek night of the crystals but no one knows about it!
@FoxNewsSunday @WSJ @INCIndia @EOIBeijing https://t.co/i9hqkEDeTq",,,,1,1,,,,,,[],"['displac', 'hous', 'destroy']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2827,Sat Sep 05 21:35:46 +0000 2020,1.30E+18,1.30E+18,"Campaign after election. 

After thousands has been displaced, houses were destroyed. https://t.co/4YseSZZyhJ",,,,1,1,,,,,,[],"['displac', 'hous', 'destroy']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2828,Sat Sep 05 13:47:14 +0000 2020,1.30E+18,1.30E+18,"5,200 HOUSES DESTROYED IN KANO FLOOD

https://t.co/NtttxlxFU9 

#kano #flood #displaced #covid19 https://t.co/AWnzssEylb",,,,1,0,destroyed,houses,"5,200",,,"['flood', 'flood']","['hous', 'destroy', 'displac']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2829,Fri Sep 04 18:45:55 +0000 2020,1.30E+18,1.30E+18,"Burned down and destroyed 354 Rohingya villages in Rakhine state, looted many Rohingya houses like this village by Myanmar Military and government. 

#Rohingya !
#refugee !
#kids !
#PrayForRohingya!
#refugeestories!
#withrefugees!
#displaced
#refugeechildren!
#everydayrefugees! https://t.co/WCfe3nFctf",,,,1,1,,,,,,[],"['destroy', 'villag', 'hous', 'villag', 'refuge', 'displac']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2830,Thu Sep 03 19:22:22 +0000 2020,1.30E+18,1.30E+18,@AIPAC @SenatorCardin @senrobportman @RepElaineLuria @RepGallagher Esseers is characterized by international offenses applicable to the Palestinians. The houses are destroyed and the population is displaced and a total siege is imposed on the Gaza Strip. Are you happy.,,,,1,1,,,,,,[],"['hous', 'destroy', 'displac']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2831,Thu Sep 03 13:54:38 +0000 2020,1.30E+18,1.30E+18,"Odisha is drowning due to floods. Families displaced, houses damaged and livelihoods destroyed.

...But if only it had a Rhea Chakraborty angle to it.

Yours sincerely 
Mainstream Indian Media",,,,1,0,displaced,families,,,,['flood'],"['famili', 'displac', 'hous', 'damag', 'destroy']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2832,Wed Sep 02 04:01:10 +0000 2020,1.30E+18,1.30E+18,"Houses Destroyed, Many Displaced As Flood Ravages Kaduna https://t.co/ESfa2H9oyI",,,,1,0,"destroyed, displaced",houses,,,,['flood'],"['hous', 'destroy', 'displac']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2833,Tue Sep 01 15:50:49 +0000 2020,1.30E+18,1.30E+18,"#Floods have washed away humble houses, destroyed latrines and water points. 

Many people lost everything. We estimate 85,000 internally displaced are among those affected and 40,000 refugees. 

‼️Now is the time to support #Sudan ‼️

#Darfur @GeorgeOkothObbo @ICVA_Displaced https://t.co/jztnyts6yU",,,,1,0,displaced,,"85,000",,,['flood'],"['hous', 'destroy', 'peopl', 'displac', 'refuge']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2834,Sun Aug 30 21:00:00 +0000 2020,1.30E+18,1.30E+18,"#Pakistan is seeing the worst monsoon floods in 89 years. The annual monsoon rain has displaced thousands this year with the city of Karachi mostly underwater. Roads have turned to rivers and houses are destroyed. 

Read more:
https://t.co/9eF9wjdQsJ",,,,1,0,"displaced, destroyed",houses,,,,['flood'],"['displac', 'hous', 'destroy']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2835,Sat Aug 08 20:37:43 +0000 2020,1.29E+18,1.29E+18,"When there's a disaster like flood; houses sunk, people displaced &amp; their crops destroyed. Even their channels of communication destroyed &amp; they become more vulnerable. To help them make decisions they need life-saving information. #informationneedsassessment in flooded Jonglei. https://t.co/0LjUrIqknn",,,,1,0,displaced,,,,,"['flood', 'flood']","['hous', 'peopl', 'displac', 'destroy', 'destroy']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2836,Sat Aug 08 19:11:25 +0000 2020,1.29E+18,1.29E+18,"@econn00217 @wanderin_about @KarluskaP Only 65 persons are missing. The 80000 children are displaced from their homes, their houses got destroyed.",,,,1,1,,,,,,[],"['person', 'displac', 'home', 'hous', 'destroy']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2837,Sat Aug 08 02:50:04 +0000 2020,1.29E+18,1.29E+18,"Recently in an uproar with a blast at Briut Lebanon, But not only that, many of our brothers in Palestine do not eat. In Indonesia in the Sulawesi region there are around 15,000 people displaced by hunger due to flooding, their houses were destroyed by a water broom and they were",,,,1,0,"displaced, destroyed","people, houses","15,000",,,['flood'],"['peopl', 'displac', 'hous', 'destroy']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2838,Fri Aug 07 21:03:33 +0000 2020,1.29E+18,1.29E+18,"Three journalists killed, six journalists wounded.
130, 000 Internally Displaced Persons – out of which 26,000 are still denied the right of return. [Overall, the number of IDPs from both occupied regions is now close to half a million].
35,000 houses burned, ruined and destroyed",,,,1,1,,,,,,[],"['displac', 'person', 'idp', 'hous', 'destroy']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2839,Fri Aug 07 04:29:18 +0000 2020,1.29E+18,1.29E+18,"Now you have an idea, please donate at least to ONE trusted source:
@RedCrossLebanon
Beit el Baraka (repairing damaged houses &amp; sheltering displaced people): https://t.co/56rOm4HNP7
@ImpactLebanon (multiple progs)
@SaintHoax (helps small businesses that were destroyed)
#Beirut https://t.co/Gg0yHfOKIz",,,,1,1,,,,,,[],"['damag', 'hous', 'shelter', 'displac', 'peopl', 'destroy']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2840,Thu Aug 06 16:05:31 +0000 2020,1.29E+18,1.29E+18,"Torrential rain and #flooding in #Yemen has killed at least 20 people, displaced thousands and destroyed hundreds of houses and farms across the war-torn country. https://t.co/cIDxJYnVFi",,,,1,0,"displaced, destroyed",houses,"thousands, hundreds",,,['flood'],"['peopl', 'displac', 'destroy', 'hous']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2841,Thu Aug 06 15:06:40 +0000 2020,1.29E+18,1.29E+18,"@xanatosday @modooborahae In Malaysia, same situation occurred in the state of Kelantan in Dec, 2014. Flood occurs every yr during monsoon season but tht yr, it was the worst since 1926. Villages were crushed, houses destroyed, thousands were displaced.

Hope SK's situation is better.",,,,1,0,"destroyed, displaced",houses,thousands,,,['flood'],"['villag', 'hous', 'destroy', 'displac']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2842,Thu Aug 06 12:47:12 +0000 2020,1.29E+18,1.29E+18,"While we are trying to put together money for displaced persons from the terrorist attacks in Kafanchan, Kafanchan was met with heavy flooding last night.

Many houses and properties destroyed. Pray for our people in Kafanchan 😭 https://t.co/sUyXc8fxkD",,,,1,0,destroyed,houses,many,,,"['attack', 'flood']","['displac', 'person', 'hous', 'destroy', 'peopl']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2843,Thu Aug 06 02:19:59 +0000 2020,1.29E+18,1.29E+18,"Yup, Hindus, woke Hindus, Liberals were genuinely upset. But will Muslims ever be upset genuinely on the way Kashmiri pandits have been treated last 30 years. Homeless in their own country, displaced, raped, killed, tortured, houses destroyed. https://t.co/q4GSK4laHM",,,,,1,,,,,,[],"['homeless', 'displac', 'hous', 'destroy']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2844,Wed Aug 05 17:24:16 +0000 2020,1.29E+18,1.29E+18,"Torrential rains and flooding in Yemen have killed 20 people, displaced thousands and destroyed hundreds of houses and farms across the war-torn country, local government officials and media reports said on Tuesday.

https://t.co/KdGKTHijQW",,,,1,0,"displaced, destroyed",houses,"thousands, hundreds",,,['flood'],"['peopl', 'displac', 'destroy', 'hous']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2845,Tue Aug 04 22:40:38 +0000 2020,1.29E+18,1.29E+18,"Torrential rains and flooding in Yemen have killed 20 people, displaced thousands and destroyed hundreds of houses and farms across the war-torn country, local officials said Tuesday
#Yemenfloods

https://t.co/rn9l8IZIcE https://t.co/ixUzI4dzc1",,,,1,0,"displaced, destroyed",houses,"thousands, hundreds",,,['flood'],"['peopl', 'displac', 'destroy', 'hous']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2846,Tue Aug 04 20:00:23 +0000 2020,1.29E+18,1.29E+18,"#Beirut tonight is similar to the Syrian cities, sleeping today with dozens of dead bodies, destroyed houses and displaced people. https://t.co/6FzMslirkI",,,,1,1,,,,,,[],"['destroy', 'hous', 'displac', 'peopl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2847,Tue Aug 04 09:39:49 +0000 2020,1.29E+18,1.29E+18,"CTG Consultants on a boat carrying high energy biscuits to flood affected families in remote villages in Beletweyne isolated by the floods. 

The flooding destroyed houses, crops and roads, and displaced thousands of families. 1.2 million people in #Somalia face food insecurity. https://t.co/xIiwvuj0E3",,,,1,0,"destroyed, displaced","houses, families",thousands,,,"['flood', 'flood', 'flood']","['famili', 'villag', 'destroy', 'hous', 'displac', 'famili', 'peopl']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2848,Mon Aug 03 10:58:28 +0000 2020,1.29E+18,1.29E+18,"@Moses_Rb @7800rasheed Again with the irony of u mentioning settler houses being demolished when 500+ villages were displaced destroyed cleansed &amp; murdered hence the Palestinian refugees ohmygod 
The settlements are illegal they should be removed check UN security council resolution 2334 lol",,,,1,1,,,,,,[],"['hous', 'villag', 'displac', 'destroy', 'refuge']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2849,Mon Aug 03 09:15:00 +0000 2020,1.29E+18,1.29E+18,Russian airstrikes have killed 3 displaced civilians in Binnish town in Northern Idlib this morning. Several houses were destroyed. This is the heaviest and bloodiest Russian attack on Syrian civilians since months. https://t.co/p7WTQxDkB2,,,,1,0,"displaced, destroyed","civilians, houses",several,,,['attack'],"['displac', 'civilian', 'hous', 'destroy', 'civilian']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2850,Sat Aug 01 00:43:23 +0000 2020,1.29E+18,1.29E+18,"The floods have so far affected more than 54 million people, including 3.7 million displaced and 158 people dead or missing. The surging waters have destroyed 41,000 houses and damaged 368,000 more, according to the Ministry of Emergency Management. Tital wave 250 feet.",,,,1,0,"displaced, destroyed",houses,"3.7 million, 41,000",,,['flood'],"['peopl', 'displac', 'peopl', 'destroy', 'hous', 'damag']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2851,Fri Jul 31 17:07:20 +0000 2020,1.29E+18,1.29E+18,Video sent in by Daniel Evans shows the blaze just after firefighters arrived. 10 houses were damaged; five severely and three destroyed. 45 people displaced and two firefighters suffered from heat exhaustion. @wpdeabc15 https://t.co/O7W9DcHNQ2,,,,1,1,,,,,,[],"['arriv', 'hous', 'damag', 'destroy', 'peopl', 'displac']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2852,Sat Aug 15 19:28:13 +0000 2020,1.29E+18,1.29E+18,Over 300 families have been displaced in after an earthquake destroyed their houses. According to residents everything was destroyed in few moments and quake turned their houses into debris.,,,,1,0,"displaced, destroyed",houses,300,,,['earthquak'],"['famili', 'displac', 'destroy', 'hous', 'resid', 'destroy', 'hous']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2853,Fri Aug 14 18:49:03 +0000 2020,1.29E+18,1.29E+18,@CarrieAnnOutLaw Displaced. Along with their parents. It means their houses were destroyed. Stop this nonsense.,,,,1,1,,,,,,[],"['displac', 'hous', 'destroy']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2854,Fri Aug 14 17:32:22 +0000 2020,1.29E+18,1.29E+18,"#Yemen: 170 people were killed and public infrastructure severe damaged by heavy rains and flash #floods in 17 governorates. 187 houses were damaged/destroyed and 170,000 people #displaced in #AlHodeidah &amp; #Hajjah governorates. Further flooding is expected https://t.co/6M0BJ5T8Vu https://t.co/sFXKl5xmHH",,,,1,0,"destroyed, displaced","houses, people","187, 170,000",,,"['flood', 'flood']","['peopl', 'damag', 'hous', 'peopl', 'displac']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2855,Fri Aug 14 11:33:44 +0000 2020,1.29E+18,1.29E+18,"More than 170 people have lost their lives due to the recent #Yemen floods. Thousands of people have been displaced,houses have been destroyed. Pray for them 🙏 #2020Crisis we have seen enough! #yemencrisis @GretaThunberg @anitasoina @vanessa_vash @PaulEDawson @charlotteauman1",,,,1,0,"displaced, destroyed","people, houses",thousands,,,['flood'],"['peopl', 'peopl', 'displac', 'hous', 'destroy']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2856,Fri Aug 14 05:34:24 +0000 2020,1.29E+18,1.29E+18,"@TeamTrump @jaredkushner @realDonaldTrump Then why are Palestinians still being forced out of their homes, livelihoods ruined and people displaced when their houses are destroyed.",,,,1,1,,,,,,[],"['forc', 'home', 'peopl', 'displac', 'hous', 'destroy']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2857,Thu Aug 13 12:04:40 +0000 2020,1.29E+18,1.29E+18,"Over 300 families have been displaced in Balochistan’s Washuk after an earthquake destroyed their houses.

According to AC Zakir Baloch, an earthquake hit the district at 3:40am. 

The most affected area was Kali Sajid in Baseema tehsil

https://t.co/7ZRV5uk4WB https://t.co/nBhLqi9iMq","[""300"", ""families"", ""displaced"", ""earthquake""]","[""B-fig"", ""B-unit"", ""B-term"", ""B-trig""]",FALSE,1,0,"displaced, destroyed","families, houses",300,,,"['earthquak', 'earthquak']","['famili', 'displac', 'destroy', 'hous']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2858,Thu Aug 13 11:18:07 +0000 2020,1.29E+18,1.29E+18,300 houses destroyed as earthquake rocks Balochistan’s Washuk: Hundreds of families displaced https://t.co/QTrhe7wTi6 https://t.co/TwzNerHTi1,,,,1,0,"displaced, destroyed","families, houses",300,,,['earthquak'],"['hous', 'destroy', 'famili', 'displac']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2859,Wed Aug 12 15:13:34 +0000 2020,1.29E+18,1.29E+18,"@KASMIRI65 @jitendra4bjp @Abhina_Prakash All major temples I hv seen from my childhood are still intact. Numbers of Kashmiri Pandits killed or displaced as also the number of their houses/places of worship destroyed hv always been exaggerated. Here is the latest example of false propaganda :
https://t.co/A4980gYnT7",,,,1,1,,,,,,[],"['displac', 'destroy']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2951,Thu Jul 30 14:09:26 +0000 2020,1.29E+18,1.29E+18,@Merrillmarkoe Is it possible the earth quake was caused by your displaced stress just needing an outlet for release?,,,,1,1,,,,,,[],['displac'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2952,Sun Sep 06 19:37:09 +0000 2020,1.30E+18,1.30E+18,@FaaairlyDecent From someone who survived the 94 Northridge quake literally running out of the house bc it caught on fire and being displaced for 6 months; I find it silly people freaking out about tiny quakes. Get a grip. If you want something to freak out about experience what I went thru.,,,,1,1,,,,,,['fire'],"['hous', 'displac', 'peopl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2953,Wed Sep 02 23:51:49 +0000 2020,1.30E+18,1.30E+18,@Mackere Ask displaced Quake victims in Christchurch how good National housing policies are. Gerry Brownlee; an absolute legend in Canterbury🤦‍♂️🤦‍♂️🤦‍♂️,,,,1,1,,,,,,[],"['displac', 'hous']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2954,Fri Aug 07 20:01:14 +0000 2020,1.29E+18,1.29E+18,"@PepesArmy That blast was localized. I don’t believe 80,000 kids were displaced in a few blocks. The corrupt NGO’s love using kids as a way to get money to feed the NWO beast or as cover to kidnap them like after the quake in Haiti.",,,,1,1,,,,,,[],['displac'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
